,Risk
244488,2.47
244489,2.81
244490,2.63
244491,2.71
244492,2.5
244493,1.85
244494,2.56
244495,2.77
244496,3.16
244497,3.26
244498,3.77
244499,1.88
244500,2.54
244501,3.1
244502,2.8
244503,2.08
244504,1.43
244505,3.92
244506,2.73
244507,2.25
244508,3.37
244509,3.01
244510,2.56
244511,2.19
244512,2.43
244513,1.99
244514,2.27
244515,3.39
244516,2.68
244517,1.86
244518,3.1
244519,1.68
244520,2.91
244521,2.28
244522,2.03
244523,2.95
244524,2.11
244525,2.44
244526,2.19
244527,2.49
244528,3.38
244529,2.52
244530,2.79
244531,3.55
244532,2.93
244533,4.11
244534,2.4
244535,1.52
244536,3.51
244537,3.65
244538,2.65
244539,3.02
244540,3.26
244541,2.53
244542,2.04
244543,2.78
244544,3.34
244545,2.87
244546,2.39
244547,3.32
244548,2.37
244549,2.97
244550,3.02
244551,2.58
244552,3.29
244553,3.09
244554,2.34
244555,3.32
244556,3.18
244557,2.97
244558,2.68
244559,2.13
244560,2.08
244561,2.11
244562,0.61
244563,2.5
244564,1.41
244565,3.12
244566,1.74
244567,2.49
244568,2.2
244569,2.79
244570,2.54
244571,2.73
244572,2.22
244573,2.77
244574,3.96
244575,3.93
244576,3.3
244577,1.91
244578,3.0
244579,2.75
244580,3.81
244581,2.05
244582,2.91
244583,2.3
244584,2.46
244585,2.76
244586,2.73
244587,3.22
244588,2.42
244589,2.35
244590,2.45
244591,2.76
244592,2.18
244593,2.5
244594,2.56
244595,2.96
244596,2.52
244597,2.8
244598,2.69
244599,1.46
244600,2.87
244601,2.45
244602,3.53
244603,2.48
244604,2.9
244605,2.41
244606,2.53
244607,3.06
244608,2.4
244609,3.07
244610,2.49
244611,3.24
244612,1.99
244613,2.55
244614,3.3
244615,2.96
244616,2.87
244617,2.59
244618,1.76
244619,2.57
244620,3.67
244621,2.06
244622,2.89
244623,2.39
244624,2.08
244625,3.81
244626,2.43
244627,2.11
244628,2.35
244629,3.38
244630,2.94
244631,3.16
244632,2.97
244633,2.22
244634,3.29
244635,2.25
244636,2.74
244637,3.02
244638,3.57
244639,1.91
244640,3.2
244641,3.11
244642,2.17
244643,1.84
244644,2.52
244645,2.02
244646,2.68
244647,2.98
244648,3.32
244649,3.15
244650,2.8
244651,2.21
244652,2.64
244653,2.83
244654,1.77
244655,2.15
244656,2.67
244657,3.0
244658,2.79
244659,2.91
244660,1.12
244661,2.86
244662,3.01
244663,3.3
244664,2.39
244665,2.77
244666,2.6
244667,2.91
244668,2.62
244669,2.06
244670,2.06
244671,2.99
244672,3.51
244673,2.38
244674,2.39
244675,2.1
244676,1.94
244677,2.65
244678,3.13
244679,2.92
244680,2.54
244681,2.76
244682,1.3
244683,2.69
244684,2.9
244685,2.51
244686,1.44
244687,3.18
244688,3.09
244689,2.85
244690,2.47
244691,2.62
244692,2.95
244693,2.25
244694,2.99
244695,2.8
244696,2.57
244697,2.18
244698,2.95
244699,2.93
244700,2.02
244701,3.02
244702,2.15
244703,2.13
244704,2.69
244705,2.43
244706,2.9
244707,2.27
244708,2.65
244709,3.11
244710,2.99
244711,2.44
244712,2.06
244713,2.88
244714,2.11
244715,3.33
244716,3.22
244717,2.48
244718,2.59
244719,2.99
244720,2.5
244721,2.56
244722,2.09
244723,2.3
244724,2.6
244725,2.87
244726,2.48
244727,2.07
244728,3.11
244729,2.51
244730,2.69
244731,2.93
244732,2.45
244733,2.85
244734,2.15
244735,1.73
244736,3.05
244737,1.84
244738,2.88
244739,1.83
244740,2.73
244741,2.15
244742,3.01
244743,2.65
244744,2.97
244745,2.39
244746,2.92
244747,2.78
244748,1.85
244749,2.03
244750,2.27
244751,2.26
244752,2.95
244753,1.62
244754,3.15
244755,2.81
244756,2.67
244757,2.59
244758,1.92
244759,3.11
244760,3.18
244761,2.64
244762,3.58
244763,1.89
244764,3.05
244765,3.11
244766,2.42
244767,3.89
244768,2.55
244769,2.36
244770,2.15
244771,2.79
244772,2.13
244773,3.03
244774,2.58
244775,2.36
244776,2.21
244777,2.87
244778,2.24
244779,2.37
244780,2.98
244781,2.46
244782,1.43
244783,3.25
244784,2.71
244785,1.96
244786,2.22
244787,2.83
244788,2.09
244789,3.06
244790,3.11
244791,2.71
244792,3.47
244793,2.56
244794,2.92
244795,1.96
244796,2.49
244797,2.48
244798,2.51
244799,2.72
244800,1.47
244801,3.63
244802,2.42
244803,2.58
244804,2.29
244805,2.84
244806,2.48
244807,2.9
244808,2.66
244809,2.54
244810,2.8
244811,2.88
244812,2.54
244813,3.06
244814,2.66
244815,3.49
244816,2.04
244817,2.95
244818,3.27
244819,2.79
244820,2.42
244821,1.83
244822,2.44
244823,2.55
244824,2.2
244825,3.69
244826,3.04
244827,2.14
244828,2.6
244829,2.5
244830,1.96
244831,2.69
244832,3.19
244833,2.88
244834,3.1
244835,2.49
244836,2.23
244837,1.87
244838,2.57
244839,2.8
244840,2.91
244841,2.16
244842,2.15
244843,1.99
244844,3.0
244845,2.37
244846,2.35
244847,2.85
244848,2.59
244849,2.58
244850,2.46
244851,2.04
244852,2.68
244853,2.87
244854,2.38
244855,2.95
244856,1.83
244857,3.36
244858,3.33
244859,2.67
244860,2.99
244861,2.43
244862,2.99
244863,2.7
244864,2.52
244865,3.39
244866,2.48
244867,3.08
244868,2.22
244869,2.84
244870,1.69
244871,2.9
244872,0.89
244873,3.06
244874,2.16
244875,3.41
244876,2.32
244877,3.18
244878,1.72
244879,2.93
244880,3.11
244881,2.64
244882,2.63
244883,2.79
244884,2.7
244885,3.45
244886,3.19
244887,2.5
244888,2.17
244889,3.28
244890,3.13
244891,2.55
244892,2.97
244893,2.28
244894,2.23
244895,2.56
244896,3.74
244897,2.55
244898,1.98
244899,3.09
244900,2.32
244901,2.72
244902,1.47
244903,1.5
244904,2.35
244905,2.18
244906,2.28
244907,3.09
244908,2.6
244909,2.71
244910,2.12
244911,2.7
244912,2.31
244913,1.79
244914,2.24
244915,1.5
244916,2.55
244917,1.64
244918,1.2
244919,3.55
244920,2.69
244921,2.8
244922,2.79
244923,2.4
244924,2.31
244925,2.46
244926,3.82
244927,2.8
244928,2.24
244929,1.91
244930,2.18
244931,2.67
244932,2.04
244933,2.19
244934,2.75
244935,2.32
244936,2.41
244937,3.32
244938,3.15
244939,2.47
244940,2.5
244941,3.32
244942,2.42
244943,1.97
244944,2.96
244945,1.48
244946,2.95
244947,3.41
244948,2.72
244949,2.28
244950,2.04
244951,1.81
244952,2.24
244953,2.64
244954,2.33
244955,2.82
244956,2.75
244957,1.82
244958,3.03
244959,2.05
244960,2.68
244961,1.5
244962,2.28
244963,2.4
244964,3.23
244965,1.97
244966,2.14
244967,2.9
244968,1.85
244969,2.43
244970,2.54
244971,2.87
244972,1.67
244973,3.35
244974,2.6
244975,3.07
244976,2.16
244977,2.07
244978,2.38
244979,2.36
244980,2.89
244981,2.39
244982,1.96
244983,3.13
244984,2.37
244985,2.19
244986,1.73
244987,2.61
244988,3.15
244989,2.73
244990,3.02
244991,3.32
244992,2.89
244993,2.18
244994,3.49
244995,1.87
244996,1.23
244997,2.49
244998,2.16
244999,2.59
245000,3.34
245001,2.15
245002,2.88
245003,2.85
245004,2.47
245005,2.78
245006,3.21
245007,3.23
245008,2.93
245009,1.76
245010,3.11
245011,2.74
245012,2.28
245013,2.92
245014,4.55
245015,1.77
245016,2.39
245017,2.63
245018,1.97
245019,3.2
245020,2.63
245021,2.29
245022,1.41
245023,3.01
245024,2.81
245025,2.45
245026,2.52
245027,2.68
245028,3.1
245029,3.43
245030,2.83
245031,2.43
245032,2.39
245033,2.3
245034,2.08
245035,2.79
245036,2.52
245037,2.46
245038,2.31
245039,3.08
245040,2.32
245041,2.7
245042,2.08
245043,2.46
245044,2.72
245045,2.78
245046,2.11
245047,2.76
245048,2.41
245049,3.24
245050,2.88
245051,2.53
245052,1.89
245053,2.51
245054,3.1
245055,2.06
245056,1.56
245057,2.92
245058,3.54
245059,3.07
245060,2.49
245061,1.87
245062,2.17
245063,1.35
245064,2.91
245065,2.28
245066,3.5
245067,2.09
245068,2.44
245069,2.48
245070,3.0
245071,2.04
245072,2.15
245073,2.48
245074,2.74
245075,2.59
245076,3.18
245077,3.39
245078,2.88
245079,2.75
245080,2.5
245081,2.09
245082,2.73
245083,1.88
245084,2.03
245085,2.53
245086,3.08
245087,3.9
245088,2.77
245089,1.64
245090,1.36
245091,2.49
245092,3.02
245093,1.82
245094,2.06
245095,2.84
245096,2.48
245097,2.97
245098,2.49
245099,2.35
245100,1.45
245101,2.73
245102,3.28
245103,2.68
245104,2.17
245105,2.67
245106,2.32
245107,2.58
245108,2.84
245109,3.18
245110,2.96
245111,2.41
245112,3.49
245113,2.7
245114,2.49
245115,2.49
245116,2.24
245117,2.3
245118,2.45
245119,3.03
245120,2.85
245121,2.13
245122,2.42
245123,1.75
245124,2.56
245125,2.45
245126,2.78
245127,2.95
245128,2.59
245129,2.24
245130,2.31
245131,2.03
245132,2.58
245133,2.19
245134,3.08
245135,2.13
245136,2.74
245137,2.12
245138,3.85
245139,2.17
245140,1.86
245141,2.49
245142,2.3
245143,2.99
245144,2.55
245145,1.9
245146,2.21
245147,1.66
245148,1.94
245149,2.94
245150,2.58
245151,3.45
245152,2.17
245153,2.96
245154,3.03
245155,3.59
245156,3.22
245157,3.03
245158,3.15
245159,1.68
245160,3.16
245161,2.92
245162,2.86
245163,2.54
245164,1.93
245165,2.62
245166,2.7
245167,3.04
245168,2.7
245169,2.17
245170,2.63
245171,2.94
245172,2.06
245173,3.25
245174,2.93
245175,1.51
245176,2.46
245177,2.45
245178,2.67
245179,1.38
245180,3.31
245181,3.18
245182,3.91
245183,2.79
245184,2.75
245185,2.82
245186,2.31
245187,2.91
245188,2.61
245189,1.72
245190,1.79
245191,2.28
245192,2.47
245193,2.49
245194,2.39
245195,2.65
245196,3.3
245197,2.37
245198,3.1
245199,2.3
245200,2.77
245201,2.68
245202,3.82
245203,2.56
245204,2.6
245205,2.85
245206,3.26
245207,2.85
245208,2.16
245209,2.26
245210,1.76
245211,2.74
245212,2.3
245213,2.86
245214,2.95
245215,2.78
245216,2.98
245217,2.38
245218,1.61
245219,2.43
245220,2.62
245221,2.53
245222,2.3
245223,3.02
245224,2.98
245225,2.05
245226,2.51
245227,3.32
245228,2.24
245229,2.59
245230,3.52
245231,3.23
245232,2.71
245233,2.69
245234,3.29
245235,2.07
245236,2.23
245237,3.44
245238,3.1
245239,3.55
245240,2.65
245241,2.87
245242,2.8
245243,2.78
245244,2.38
245245,2.65
245246,3.04
245247,2.03
245248,3.0
245249,3.14
245250,2.29
245251,2.59
245252,2.71
245253,2.43
245254,2.34
245255,2.39
245256,2.41
245257,3.04
245258,2.67
245259,3.04
245260,2.77
245261,2.39
245262,2.34
245263,3.67
245264,2.66
245265,2.69
245266,2.64
245267,2.55
245268,2.79
245269,2.07
245270,2.97
245271,2.13
245272,2.99
245273,2.1
245274,2.73
245275,2.13
245276,3.04
245277,3.69
245278,2.38
245279,2.14
245280,3.31
245281,2.42
245282,3.22
245283,3.22
245284,2.24
245285,3.1
245286,2.57
245287,2.45
245288,3.95
245289,2.9
245290,2.75
245291,4.14
245292,2.97
245293,2.75
245294,3.56
245295,2.8
245296,3.05
245297,2.42
245298,2.03
245299,2.32
245300,2.2
245301,2.83
245302,3.34
245303,1.99
245304,2.28
245305,2.6
245306,1.87
245307,2.27
245308,3.18
245309,2.67
245310,2.3
245311,1.5
245312,2.99
245313,2.72
245314,3.61
245315,3.82
245316,3.46
245317,3.59
245318,2.7
245319,2.31
245320,2.68
245321,3.0
245322,3.46
245323,1.52
245324,2.55
245325,3.02
245326,1.88
245327,2.69
245328,2.7
245329,2.38
245330,2.32
245331,2.29
245332,2.27
245333,2.96
245334,2.71
245335,3.02
245336,1.05
245337,2.97
245338,2.32
245339,2.77
245340,2.08
245341,1.96
245342,2.99
245343,2.8
245344,2.67
245345,2.5
245346,3.48
245347,3.86
245348,2.56
245349,2.91
245350,2.44
245351,2.62
245352,2.35
245353,2.64
245354,2.94
245355,2.46
245356,2.49
245357,3.26
245358,2.77
245359,1.7
245360,2.55
245361,2.68
245362,2.64
245363,2.25
245364,2.41
245365,1.74
245366,2.58
245367,3.23
245368,2.71
245369,2.57
245370,2.95
245371,2.29
245372,2.5
245373,2.98
245374,2.49
245375,3.19
245376,2.98
245377,2.67
245378,1.64
245379,2.21
245380,1.84
245381,3.44
245382,2.47
245383,2.28
245384,2.14
245385,3.63
245386,2.62
245387,2.84
245388,2.61
245389,3.04
245390,2.67
245391,2.07
245392,2.55
245393,2.89
245394,2.88
245395,2.9
245396,3.03
245397,2.24
245398,2.96
245399,2.08
245400,3.06
245401,2.62
245402,2.17
245403,3.04
245404,2.41
245405,3.06
245406,2.39
245407,2.16
245408,3.35
245409,3.4
245410,1.25
245411,2.47
245412,3.44
245413,2.72
245414,2.12
245415,2.81
245416,2.14
245417,2.98
245418,3.1
245419,2.12
245420,2.06
245421,2.36
245422,2.32
245423,3.02
245424,3.0
245425,2.07
245426,2.68
245427,3.0
245428,2.41
245429,2.49
245430,2.5
245431,2.65
245432,2.01
245433,2.56
245434,3.95
245435,2.85
245436,2.52
245437,1.82
245438,2.16
245439,2.63
245440,1.94
245441,2.71
245442,2.58
245443,2.86
245444,2.87
245445,1.97
245446,2.95
245447,1.88
245448,1.74
245449,2.24
245450,2.16
245451,3.61
245452,1.86
245453,2.35
245454,3.25
245455,2.27
245456,2.43
245457,2.43
245458,3.39
245459,1.95
245460,3.47
245461,1.74
245462,2.12
245463,2.29
245464,2.23
245465,3.12
245466,1.92
245467,1.93
245468,2.29
245469,3.65
245470,2.85
245471,3.22
245472,2.63
245473,2.13
245474,2.67
245475,2.22
245476,2.18
245477,2.73
245478,2.94
245479,1.59
245480,3.49
245481,2.82
245482,2.98
245483,2.56
245484,2.68
245485,2.35
245486,2.62
245487,3.78
245488,2.28
245489,2.64
245490,3.52
245491,1.92
245492,2.36
245493,2.38
245494,2.57
245495,2.16
245496,2.25
245497,2.28
245498,2.43
245499,1.53
245500,2.53
245501,2.46
245502,2.55
245503,2.66
245504,3.13
245505,3.54
245506,1.66
245507,1.36
245508,3.14
245509,2.67
245510,2.81
245511,2.53
245512,2.7
245513,2.79
245514,2.27
245515,2.18
245516,2.55
245517,2.75
245518,1.76
245519,3.82
245520,2.68
245521,2.47
245522,2.17
245523,3.02
245524,2.77
245525,2.8
245526,2.85
245527,2.89
245528,2.3
245529,3.46
245530,3.06
245531,3.1
245532,2.5
245533,3.23
245534,2.79
245535,1.75
245536,2.17
245537,2.98
245538,2.75
245539,3.19
245540,3.7
245541,3.56
245542,3.01
245543,3.31
245544,2.47
245545,2.23
245546,2.72
245547,2.49
245548,2.26
245549,3.85
245550,3.23
245551,2.01
245552,2.8
245553,2.4
245554,2.76
245555,3.11
245556,2.3
245557,2.43
245558,2.98
245559,2.84
245560,2.18
245561,3.61
245562,2.8
245563,2.71
245564,2.93
245565,3.1
245566,2.54
245567,2.69
245568,3.01
245569,2.98
245570,2.71
245571,2.95
245572,3.04
245573,2.59
245574,2.82
245575,3.29
245576,2.42
245577,1.97
245578,2.17
245579,2.98
245580,3.04
245581,1.97
245582,2.27
245583,3.21
245584,3.72
245585,3.39
245586,3.24
245587,2.72
245588,2.9
245589,2.77
245590,2.96
245591,2.49
245592,2.84
245593,2.36
245594,2.01
245595,3.1
245596,2.55
245597,3.52
245598,2.87
245599,2.4
245600,2.64
245601,3.21
245602,2.36
245603,2.37
245604,2.93
245605,2.43
245606,2.78
245607,2.19
245608,2.07
245609,1.93
245610,2.09
245611,2.4
245612,3.55
245613,2.17
245614,2.45
245615,3.3
245616,2.72
245617,2.76
245618,3.04
245619,2.67
245620,1.65
245621,1.56
245622,2.25
245623,1.98
245624,3.16
245625,2.81
245626,2.4
245627,2.83
245628,2.55
245629,2.8
245630,1.93
245631,2.41
245632,2.98
245633,2.23
245634,3.27
245635,3.34
245636,2.56
245637,2.99
245638,2.43
245639,2.65
245640,3.68
245641,2.72
245642,2.12
245643,1.63
245644,2.83
245645,2.57
245646,2.81
245647,2.99
245648,3.16
245649,3.25
245650,2.2
245651,2.07
245652,2.63
245653,2.7
245654,3.48
245655,2.53
245656,3.31
245657,3.01
245658,3.22
245659,3.13
245660,3.06
245661,2.1
245662,1.7
245663,3.15
245664,2.27
245665,2.79
245666,2.62
245667,2.25
245668,2.08
245669,3.27
245670,3.1
245671,2.05
245672,1.34
245673,3.42
245674,3.81
245675,2.35
245676,2.55
245677,1.41
245678,2.12
245679,2.59
245680,2.5
245681,3.35
245682,2.57
245683,3.11
245684,1.71
245685,1.99
245686,2.94
245687,2.1
245688,3.16
245689,3.14
245690,2.72
245691,2.73
245692,3.04
245693,3.17
245694,2.67
245695,2.11
245696,2.27
245697,2.97
245698,2.24
245699,2.12
245700,2.99
245701,2.31
245702,2.35
245703,2.26
245704,2.47
245705,3.21
245706,2.36
245707,1.64
245708,2.22
245709,2.43
245710,2.33
245711,2.89
245712,2.97
245713,2.01
245714,2.2
245715,1.81
245716,2.48
245717,2.27
245718,2.47
245719,3.12
245720,2.57
245721,3.48
245722,2.29
245723,2.39
245724,3.48
245725,1.45
245726,2.66
245727,2.96
245728,2.79
245729,3.15
245730,2.95
245731,2.23
245732,2.67
245733,3.2
245734,3.27
245735,1.11
245736,1.97
245737,0.89
245738,2.73
245739,2.88
245740,2.31
245741,2.68
245742,2.41
245743,2.25
245744,1.99
245745,2.84
245746,2.86
245747,2.48
245748,2.51
245749,2.5
245750,3.26
245751,3.37
245752,3.09
245753,2.93
245754,2.72
245755,1.65
245756,2.2
245757,3.2
245758,2.2
245759,2.01
245760,2.88
245761,2.29
245762,1.89
245763,1.87
245764,1.86
245765,2.66
245766,1.67
245767,3.11
245768,2.82
245769,2.46
245770,2.95
245771,3.56
245772,2.2
245773,2.34
245774,3.37
245775,2.43
245776,3.4
245777,1.67
245778,1.6
245779,2.29
245780,2.08
245781,2.25
245782,2.45
245783,2.54
245784,1.72
245785,2.24
245786,2.77
245787,2.74
245788,2.91
245789,2.97
245790,2.99
245791,2.61
245792,2.13
245793,2.41
245794,3.19
245795,2.14
245796,2.06
245797,3.04
245798,3.93
245799,1.97
245800,2.52
245801,2.89
245802,2.8
245803,2.46
245804,2.99
245805,3.09
245806,2.13
245807,2.42
245808,2.61
245809,3.28
245810,2.19
245811,2.67
245812,3.59
245813,3.42
245814,1.98
245815,1.83
245816,2.21
245817,2.39
245818,2.64
245819,3.57
245820,3.05
245821,2.47
245822,2.31
245823,2.56
245824,3.05
245825,2.66
245826,2.42
245827,3.43
245828,1.41
245829,2.19
245830,2.25
245831,3.21
245832,2.25
245833,2.92
245834,3.11
245835,2.2
245836,1.61
245837,2.38
245838,2.73
245839,2.3
245840,2.38
245841,1.82
245842,2.82
245843,2.76
245844,3.48
245845,2.44
245846,2.79
245847,2.02
245848,1.71
245849,3.37
245850,3.15
245851,4.53
245852,2.56
245853,2.19
245854,3.16
245855,3.66
245856,2.35
245857,2.0
245858,2.32
245859,2.94
245860,2.83
245861,2.65
245862,2.65
245863,2.42
245864,2.49
245865,1.95
245866,3.04
245867,2.01
245868,2.57
245869,1.93
245870,3.05
245871,2.38
245872,3.04
245873,3.02
245874,1.37
245875,3.47
245876,2.86
245877,2.79
245878,2.23
245879,2.46
245880,2.55
245881,2.68
245882,1.96
245883,1.46
245884,2.57
245885,2.49
245886,3.22
245887,2.75
245888,2.76
245889,1.59
245890,3.37
245891,3.08
245892,2.98
245893,2.19
245894,2.61
245895,3.05
245896,2.6
245897,1.77
245898,2.66
245899,3.38
245900,3.08
245901,2.96
245902,1.88
245903,3.45
245904,3.17
245905,3.79
245906,2.75
245907,2.61
245908,2.88
245909,3.01
245910,2.41
245911,1.12
245912,2.52
245913,2.92
245914,3.0
245915,3.99
245916,2.5
245917,3.05
245918,1.65
245919,2.53
245920,2.39
245921,2.31
245922,2.61
245923,2.77
245924,2.63
245925,1.97
245926,3.08
245927,1.72
245928,3.87
245929,2.87
245930,2.55
245931,2.11
245932,2.07
245933,3.6
245934,2.25
245935,1.93
245936,2.49
245937,1.99
245938,2.75
245939,2.16
245940,2.6
245941,2.56
245942,1.85
245943,2.23
245944,2.33
245945,2.3
245946,2.21
245947,2.59
245948,2.49
245949,2.45
245950,2.11
245951,3.49
245952,2.16
245953,2.58
245954,2.85
245955,2.74
245956,3.35
245957,2.43
245958,2.58
245959,2.87
245960,2.24
245961,2.73
245962,3.69
245963,3.61
245964,3.77
245965,2.27
245966,2.89
245967,3.09
245968,2.46
245969,2.4
245970,3.17
245971,3.54
245972,2.47
245973,2.84
245974,1.87
245975,2.63
245976,2.68
245977,2.39
245978,2.73
245979,2.26
245980,2.91
245981,2.51
245982,2.47
245983,3.49
245984,3.38
245985,2.81
245986,3.21
245987,3.13
245988,2.39
245989,2.64
245990,2.16
245991,2.69
245992,2.61
245993,1.91
245994,3.05
245995,2.32
245996,2.16
245997,2.82
245998,2.63
245999,2.92
246000,2.86
246001,2.71
246002,2.26
246003,2.79
246004,2.48
246005,2.41
246006,3.23
246007,2.36
246008,2.5
246009,3.43
246010,3.02
246011,3.05
246012,2.39
246013,2.06
246014,2.41
246015,2.36
246016,2.4
246017,2.39
246018,2.82
246019,2.55
246020,2.44
246021,2.22
246022,2.57
246023,2.38
246024,2.3
246025,2.53
246026,2.35
246027,2.75
246028,2.32
246029,2.41
246030,2.33
246031,2.48
246032,2.72
246033,4.14
246034,4.19
246035,2.64
246036,3.11
246037,2.45
246038,2.33
246039,2.72
246040,2.11
246041,2.8
246042,2.03
246043,2.04
246044,2.94
246045,1.92
246046,2.47
246047,1.97
246048,2.5
246049,1.91
246050,2.75
246051,3.24
246052,2.11
246053,2.79
246054,2.12
246055,3.07
246056,2.65
246057,4.22
246058,2.17
246059,3.03
246060,1.64
246061,2.59
246062,1.77
246063,2.96
246064,2.68
246065,2.66
246066,2.33
246067,3.02
246068,2.5
246069,1.09
246070,2.32
246071,2.94
246072,1.39
246073,2.51
246074,2.7
246075,1.78
246076,2.02
246077,2.4
246078,3.12
246079,3.09
246080,2.57
246081,1.98
246082,2.49
246083,2.03
246084,3.33
246085,2.62
246086,1.74
246087,2.33
246088,3.25
246089,3.64
246090,2.44
246091,3.05
246092,2.13
246093,2.05
246094,2.75
246095,2.63
246096,2.55
246097,2.49
246098,2.89
246099,4.06
246100,2.79
246101,2.69
246102,2.48
246103,2.34
246104,2.31
246105,2.14
246106,2.61
246107,2.17
246108,2.78
246109,2.57
246110,2.33
246111,2.49
246112,2.39
246113,1.31
246114,3.26
246115,2.53
246116,2.59
246117,1.95
246118,2.53
246119,2.05
246120,3.29
246121,2.62
246122,2.19
246123,2.9
246124,3.03
246125,3.01
246126,2.36
246127,2.6
246128,2.54
246129,2.85
246130,2.27
246131,2.58
246132,2.81
246133,3.11
246134,2.9
246135,2.26
246136,1.87
246137,1.86
246138,3.29
246139,2.85
246140,3.52
246141,3.03
246142,2.61
246143,2.49
246144,2.93
246145,2.42
246146,2.49
246147,3.82
246148,3.05
246149,2.29
246150,2.89
246151,2.75
246152,2.69
246153,2.84
246154,2.21
246155,2.82
246156,1.54
246157,2.47
246158,1.62
246159,3.2
246160,2.6
246161,2.35
246162,2.48
246163,3.7
246164,1.86
246165,3.14
246166,2.8
246167,2.49
246168,2.89
246169,2.39
246170,2.61
246171,2.48
246172,1.72
246173,2.69
246174,2.55
246175,2.43
246176,2.76
246177,2.45
246178,2.62
246179,2.22
246180,2.74
246181,2.4
246182,2.54
246183,2.01
246184,2.44
246185,2.79
246186,3.51
246187,3.97
246188,2.95
246189,1.93
246190,2.12
246191,2.7
246192,2.42
246193,2.6
246194,2.07
246195,2.35
246196,2.8
246197,3.23
246198,2.16
246199,2.38
246200,2.91
246201,2.17
246202,3.1
246203,2.87
246204,2.79
246205,3.06
246206,2.45
246207,2.57
246208,2.63
246209,2.81
246210,3.47
246211,3.09
246212,2.2
246213,3.13
246214,2.35
246215,1.99
246216,2.86
246217,2.63
246218,2.81
246219,2.69
246220,2.16
246221,2.95
246222,2.81
246223,3.38
246224,2.64
246225,2.57
246226,2.29
246227,2.94
246228,1.7
246229,2.54
246230,2.37
246231,2.91
246232,2.63
246233,2.86
246234,3.02
246235,2.45
246236,2.81
246237,3.46
246238,2.45
246239,2.29
246240,2.45
246241,2.42
246242,2.4
246243,2.65
246244,3.13
246245,2.8
246246,2.01
246247,3.07
246248,2.82
246249,2.42
246250,1.87
246251,2.18
246252,3.15
246253,2.63
246254,2.19
246255,2.37
246256,2.8
246257,2.41
246258,3.13
246259,2.96
246260,2.22
246261,2.05
246262,1.79
246263,2.47
246264,1.79
246265,1.69
246266,2.44
246267,2.63
246268,2.84
246269,2.4
246270,2.48
246271,2.54
246272,2.67
246273,3.43
246274,2.35
246275,2.79
246276,2.34
246277,2.37
246278,2.29
246279,2.86
246280,2.91
246281,2.4
246282,2.54
246283,2.54
246284,1.6
246285,1.88
246286,3.01
246287,2.42
246288,2.06
246289,2.19
246290,1.95
246291,2.82
246292,2.5
246293,2.63
246294,2.46
246295,1.88
246296,2.54
246297,2.73
246298,2.64
246299,2.8
246300,2.18
246301,2.6
246302,1.18
246303,3.4
246304,2.04
246305,3.31
246306,3.01
246307,1.93
246308,1.78
246309,3.16
246310,2.73
246311,2.92
246312,2.66
246313,2.1
246314,1.93
246315,1.18
246316,2.73
246317,2.55
246318,2.97
246319,1.7
246320,2.4
246321,1.44
246322,2.57
246323,3.23
246324,2.49
246325,2.5
246326,2.7
246327,2.19
246328,2.18
246329,3.91
246330,2.06
246331,3.33
246332,3.31
246333,1.74
246334,3.28
246335,2.67
246336,2.25
246337,2.11
246338,2.59
246339,2.94
246340,3.52
246341,1.6
246342,2.83
246343,2.61
246344,1.94
246345,3.24
246346,2.49
246347,2.79
246348,3.1
246349,1.34
246350,2.62
246351,2.8
246352,3.27
246353,2.24
246354,2.21
246355,1.77
246356,3.6
246357,2.5
246358,2.88
246359,2.48
246360,2.71
246361,2.91
246362,2.42
246363,2.17
246364,2.45
246365,2.49
246366,2.34
246367,2.21
246368,2.16
246369,1.68
246370,2.46
246371,2.79
246372,3.37
246373,2.26
246374,3.27
246375,1.43
246376,3.28
246377,2.44
246378,2.47
246379,3.3
246380,2.09
246381,2.2
246382,2.56
246383,2.38
246384,2.54
246385,2.69
246386,2.13
246387,2.15
246388,3.54
246389,2.27
246390,3.73
246391,2.18
246392,2.17
246393,2.53
246394,2.13
246395,1.89
246396,2.9
246397,2.67
246398,2.39
246399,2.51
246400,2.32
246401,2.23
246402,3.21
246403,2.39
246404,2.36
246405,3.49
246406,2.43
246407,1.53
246408,3.3
246409,3.31
246410,1.83
246411,2.42
246412,2.85
246413,2.9
246414,1.81
246415,3.03
246416,2.99
246417,1.41
246418,3.04
246419,2.39
246420,3.32
246421,2.96
246422,2.29
246423,2.78
246424,2.35
246425,2.96
246426,2.58
246427,2.81
246428,1.42
246429,2.36
246430,3.04
246431,2.18
246432,2.83
246433,1.53
246434,3.13
246435,2.9
246436,2.39
246437,1.74
246438,2.44
246439,2.94
246440,3.09
246441,3.85
246442,3.25
246443,2.66
246444,2.61
246445,2.49
246446,3.15
246447,2.8
246448,2.56
246449,2.68
246450,2.1
246451,3.84
246452,2.02
246453,1.12
246454,3.63
246455,2.86
246456,3.35
246457,2.11
246458,2.37
246459,1.42
246460,1.69
246461,1.69
246462,2.32
246463,3.63
246464,2.07
246465,2.66
246466,2.01
246467,3.36
246468,4.0
246469,2.5
246470,3.87
246471,2.67
246472,2.92
246473,2.93
246474,1.84
246475,2.68
246476,2.49
246477,2.27
246478,2.84
246479,1.95
246480,2.37
246481,2.0
246482,2.53
246483,2.93
246484,1.33
246485,2.63
246486,1.92
